property#,owner_id,street_address,apt#,city,state,zip_code,home_type,bedrooms,bathrooms,sq_feet,lot_size,year_built,architecture,pool,property_taxes,condo_fees,when_bought,remaining_mortgage
195,6475,85337 Reilly Loop,NULL,Paulside,Florida,35683,house,5,2,3200,0.88,1936,federal,N, NULL ,38,2010,67025
196,1803,636 Goodwin Causeway,NULL,Stromanstad,Utah,8039,house,3,3,2300,0.63,1978,farmhouse,N, NULL ,28,1989,120662.5
197,4209,718 Moises Causeway,NULL,North Cierra,Iowa,93368,house,4,1,2600,0.72,1947,saltbox,N, NULL ,31,2020,15500
198,3873,391 Lynch Harbors,NULL,Sidmouth,Illinois,4892,house,2,1,1600,0.44,1986,A-frame,Y, NULL ,19,2007,40375
199,7481,8562 Rahsaan Path,NULL,Augustusland,Alaska,1815,house,12,3,6800,1.87,1922,spanish,N, NULL ,82,2013,112172.5
200,8991,8896 Fredy Square,NULL,D'Amorechester,Oklahoma,70672,house,7,4,4400,1.21,1926,cabin,N, NULL ,53,1988,237870
201,81,1467 Reinger Pike,NULL,South Marvin,Louisiana,39197,house,2,1,1600,0.44,1951,colonial,N, NULL ,19,2006,42750
202,0,552 Felicity Skyway,NULL,New Briana,Hawaii,43716,house,7,5,4500,1.24,1984,cape cod,N, NULL ,54,1988,243630
203,3087,45858 Daugherty Row,NULL,Federal Way,South Carolina,57866,house,10,2,5700,1.57,1976,country,N, NULL ,68,2009,128062.5
204,2699,65452 Adell Hills,NULL,Lakewood,North Dakota,92343,house,7,2,4200,1.16,1920,victorian,Y, NULL ,50,2012,75450
205,5696,6949 Emerald Common,NULL,Lawrence,Alabama,81126,house,8,6,5100,1.4,1948,tudor,N, NULL ,61,2013,84480
206,4501,9675 White Union,NULL,Lake Ariane,New Jersey,12304,house,11,11,7100,1.95,1927,craftsman,Y, NULL ,86,1999,268312.5
207,4536,636 Legros Causeway,NULL,Watsonville,Arizona,3612,house,8,5,5000,1.38,1931,cottage,Y, NULL ,60,2006,135315
208,5329,307 Fahey Bridge,NULL,San Luis Obispo,Tennessee,96295,house,3,3,2300,0.63,1992,mediterranean,Y, NULL ,28,1991,113767.5
209,7445,5791 Champlin Harbor,NULL,Miguelfield,Washington,39120,house,10,3,5800,1.6,1960,ranch,Y, NULL ,70,1993,269622.5
210,8876,557 Schroeder Bridge,NULL,Leannonport,Rhode Island,69421,house,5,5,3500,0.96,1993,contemporary,Y, NULL ,42,2008,84280
211,4056,663 Friesen Cliffs,NULL,East Kristian,Rhode Island,75728,house,7,7,4700,1.29,1946,italian,Y, NULL ,57,2007,120530
212,3955,26668 Stark Ferry,NULL,Manteca,Delaware,10314,house,11,4,6400,1.76,2015,georgian,N, NULL ,77,1994,288225
213,7269,405 Toy Crescent,NULL,Murrieta,South Dakota,16689,house,4,1,2600,0.72,1985,greek,Y, NULL ,31,1984,155000
214,5222,1386 Savannah Forge,NULL,New Oleta,Tennessee,32809,house,8,2,4700,1.29,1984,french,Y, NULL ,56,1986,267425
215,2411,4267 Tobin Groves,NULL,Rockyfield,Oregon,79271,house,5,2,3200,0.88,2008,modern,N, NULL ,38,1999,119687.5
216,9110,1704 Jaron Trafficway,NULL,Fort Darryl,South Dakota,26199,house,5,2,3200,0.88,1933,gothic,N, NULL ,38,2006,86175
217,9739,80657 Justine Ridge,NULL,Homestead,Delaware,73254,house,2,2,1700,0.47,1945,prairie,N, NULL ,20,2019,12687.5
218,4435,8851 Breitenberg Lodge,NULL,Koeppland,Oklahoma,65970,house,4,2,2700,0.74,1952,rowhouse,Y, NULL ,32,2002,88825
219,9031,7617 Marcelo Ferry,NULL,Irondequoit,Texas,92599,house,8,5,5000,1.38,1989,antebellum,Y, NULL ,60,2021,22552.5
220,2860,714 Moore Valley,NULL,Ceres,Maryland,17020,house,3,3,2300,0.63,1985,federal,Y, NULL ,28,2017,24132.5
221,8519,925 Reanna Plaza,NULL,New Murray,Alaska,67504,house,10,1,5600,1.54,1932,farmhouse,Y, NULL ,67,1995,242875
222,4592,2723 Keith Shoals,NULL,Tracybury,Hawaii,36513,house,8,2,4700,1.29,1949,saltbox,Y, NULL ,56,1998,182975
223,7722,2390 Watson Parkway,NULL,Port Floridaborough,Oklahoma,20015,house,2,2,1700,0.47,2019,A-frame,Y, NULL ,20,2004,50750
224,6990,1350 Schuppe Course,NULL,East Alishashire,Maine,19895,house,1,1,1100,0.3,1932,spanish,Y, NULL ,13,2014,16250
225,3771,1087 Hermiston Terrace,NULL,New Jaren,Pennsylvania,2735,house,6,6,4100,1.13,2012,cabin,N, NULL ,49,2015,55620
226,2516,61378 Miracle Crossroad,NULL,Frederick,Virginia,48410,house,12,1,6600,1.82,1986,colonial,N, NULL ,79,2019,49375
227,6039,36048 Douglas Branch,NULL,Port Charlotte,Michigan,38238,house,2,2,1700,0.47,2004,cape cod,N, NULL ,20,1986,96425
228,2093,278 Kristy Spur,NULL,South Gate,Oregon,36256,house,1,1,1100,0.3,1997,country,Y, NULL ,13,2010,22750
229,813,21991 Schaden Key,NULL,West Gradyburgh,Virginia,2863,house,1,1,1100,0.3,1991,victorian,N, NULL ,13,2015,14625
230,9959,98836 Mante Lake,NULL,Elyria,Illinois,28568,house,2,1,1600,0.44,2023,tudor,N, NULL ,19,1987,87875
231,8585,40674 Corine Square,NULL,West Candelarioton,Florida,30222,house,4,3,2800,0.77,1985,craftsman,N, NULL ,34,2013,46172.5
232,7815,965 Rice Crossroad,NULL,Bodeboro,Pennsylvania,48608,house,9,6,5600,1.54,2013,cottage,Y, NULL ,67,2021,25290
233,3387,76448 Gardner Parkway,NULL,Madilynworth,Arkansas,28159,house,1,1,1100,0.3,1967,mediterranean,Y, NULL ,13,2016,13000
234,7638,6367 Lakin Ramp,NULL,Mustafachester,Kansas,25091,house,12,2,6700,1.84,1964,ranch,Y, NULL ,80,2021,30112.5
235,5708,23507 Heller Rapids,NULL,Ferrystead,Michigan,34811,house,1,1,1100,0.3,2004,contemporary,Y, NULL ,13,1987,60125
236,3055,683 West Manors,NULL,Lake Lorenzland,South Carolina,94452,house,6,5,4000,1.1,1920,italian,Y, NULL ,48,2001,138402.5
237,527,37107 Heath Oval,NULL,Wintheiserview,Pennsylvania,8569,house,2,2,1700,0.47,1939,georgian,Y, NULL ,20,1997,68512.5
238,2179,87106 Gutkowski Cape,NULL,West Coraliefort,Iowa,71376,house,4,1,2600,0.72,1993,greek,N, NULL ,31,2006,69750
239,177,298 Kathleen Curve,NULL,East Orange,New Hampshire,10311,house,11,5,6500,1.79,2000,french,Y, NULL ,78,2012,117210
240,5163,500 Kemmer Station,NULL,Sandy,Nebraska,48179,house,6,3,3800,1.05,1989,modern,Y, NULL ,46,2011,74067.5
241,8136,885 Kuhlman Union,NULL,Desmondland,Texas,56369,house,12,4,6900,1.9,2023,gothic,N, NULL ,83,2000,248580
242,1796,7607 Ryder Mountain,NULL,Cuyahoga Falls,Missouri,99208,house,1,1,1100,0.3,1971,prairie,Y, NULL ,13,2016,13000
243,4098,974 Garland Divide,NULL,Aiyanastead,Delaware,85045,house,6,5,4000,1.1,1931,rowhouse,N, NULL ,48,2023,6017.5
244,528,9232 Celine Flat,NULL,New Mohamedhaven,Idaho,94590,house,6,2,3700,1.02,1986,antebellum,Y, NULL ,44,1988,199350
245,7703,9211 Jamal Branch,NULL,San Jacinto,Kentucky,82210,house,9,1,5100,1.4,1987,federal,N, NULL ,61,2002,167750
246,8922,653 Emily Trafficway,NULL,O'Connerborough,West Virginia,74839,house,5,1,3100,0.85,1998,farmhouse,N, NULL ,37,1987,171125
247,1696,7115 Kirlin Mountain,NULL,New Othafort,South Dakota,96106,house,11,4,6400,1.76,1985,saltbox,Y, NULL ,77,2014,96075
248,6049,689 Schowalter Canyon,NULL,East Providence,Nevada,29527,house,12,12,7700,2.12,1985,A-frame,N, NULL ,93,1996,325990
249,9878,34146 Jaskolski Brooks,NULL,Lake Ernestina,Maine,43080,house,8,1,4600,1.27,1996,spanish,N, NULL ,55,2001,158125
250,9565,21495 Hermiston Creek,NULL,Dejonfort,Colorado,76638,house,10,9,6400,1.76,1942,cabin,N, NULL ,77,2023,9662.5
251,3810,601 Gottlieb Falls,NULL,Donnellyfield,California,46028,house,1,1,1100,0.3,1949,colonial,Y, NULL ,13,2010,22750
252,2038,43307 Franecki Manor,NULL,East Michel,Montana,74855,house,6,6,4100,1.13,1979,cape cod,Y, NULL ,49,2000,148320
253,5822,18099 Flo Fall,NULL,Madysonstad,New Jersey,8315,house,1,1,1100,0.3,1959,country,N, NULL ,13,2016,13000
254,9521,77578 Swaniawski Ranch,NULL,Nathenmouth,South Carolina,40236,house,11,1,6100,1.68,1943,victorian,N, NULL ,73,1999,228125
255,4348,787 Maribel Bridge,NULL,South Winifred,Maine,91041,house,8,8,5300,1.46,1921,tudor,Y, NULL ,64,2017,56000
256,6517,835 Destinee Place,NULL,East Malcolmboro,California,48316,house,6,3,3800,1.05,1923,craftsman,N, NULL ,46,1990,193715
257,58,76785 Daphney Radial,NULL,Oswaldotown,Arkansas,41584,house,5,2,3200,0.88,2014,cottage,Y, NULL ,38,1988,172350
258,4635,867 Klein Crescent,NULL,West Timothy,Alabama,92059,house,11,7,6700,1.84,1932,mediterranean,N, NULL ,81,2010,141260
259,8823,7301 Desmond Falls,NULL,South Cody,Illinois,49835,house,8,4,4900,1.35,1972,ranch,Y, NULL ,59,2006,132435
260,2137,7323 Hand Gardens,NULL,Port Armandoburgh,West Virginia,33630,house,7,2,4200,1.16,1927,contemporary,Y, NULL ,50,2002,138325
261,8027,66923 Madalyn Square,NULL,Anaheim,Georgia,11411,house,10,7,6200,1.71,1989,italian,N, NULL ,75,1998,242840
262,1211,535 Kemmer Union,NULL,Elinorstead,Texas,67391,house,4,3,2800,0.77,2000,georgian,Y, NULL ,34,2012,50370
263,2035,52974 Trisha Oval,NULL,Port Hobart,Alabama,31889,house,8,6,5100,1.4,2009,greek,N, NULL ,61,1994,230400
264,4972,88939 Denesik Parks,NULL,Waukesha,Montana,66695,house,12,4,6900,1.9,2013,french,Y, NULL ,83,2008,165720
265,9926,372 Hansen Squares,NULL,South Omaland,Idaho,32340,house,4,1,2600,0.72,1967,modern,Y, NULL ,31,1989,135625
266,3944,8627 Schoen Junction,NULL,Fort Hattie,Iowa,45853,house,12,1,6600,1.82,1926,gothic,N, NULL ,79,1997,266625
267,7187,62605 Purdy Cape,NULL,Fort Leonardotown,Montana,40649,house,3,3,2300,0.63,1990,prairie,Y, NULL ,28,1999,86187.5
268,7424,745 Bradly Lake,NULL,Katrinastad,Vermont,98899,house,10,6,6100,1.68,1920,rowhouse,N, NULL ,73,2013,100980
269,6674,45441 Hayes Flat,NULL,West Trentworth,Iowa,19937,house,7,7,4700,1.29,1926,antebellum,Y, NULL ,57,1985,276510
270,6316,1939 Magali Meadow,NULL,Anselfield,Delaware,46806,house,4,2,2700,0.74,2022,federal,N, NULL ,32,2013,44412.5
271,7871,5716 Mosciski Pines,NULL,Fort Maxine,West Virginia,5194,house,10,8,6300,1.73,1936,farmhouse,N, NULL ,76,2022,19000
272,7025,63695 Jones Drives,NULL,Fort River,Arizona,45024,house,12,5,7000,1.93,1941,saltbox,N, NULL ,84,1992,336560
273,795,828 VonRueden Club,NULL,Corpus Christi,Illinois,46073,house,5,1,3100,0.85,1991,A-frame,Y, NULL ,37,2002,101750
274,8104,6343 Agnes Islands,NULL,Henderson,South Dakota,45276,house,2,2,1700,0.47,1943,spanish,N, NULL ,20,1993,78662.5
275,1947,661 Dickinson Trail,NULL,Tinaburgh,Vermont,85818,house,1,1,1100,0.3,1946,cabin,N, NULL ,13,2013,17875
276,4845,432 Vincenzo Row,NULL,Port Aniya,Maine,87010,house,1,1,1100,0.3,1988,colonial,N, NULL ,13,2020,6500
277,8884,54893 Kemmer River,NULL,Champlinboro,Wyoming,2176,house,6,1,3600,0.99,2006,cape cod,N, NULL ,43,2005,102125
278,9721,8599 Mitchell Branch,NULL,DuBuquetown,Colorado,73968,house,4,3,2800,0.77,1949,country,N, NULL ,34,1989,146912.5
279,5599,7906 Hudson Cliff,NULL,Lake Lilliefield,Massachusetts,50946,house,3,3,2300,0.63,1920,victorian,N, NULL ,28,2008,55160
280,1104,163 Bud Views,NULL,Evangelinehaven,Maryland,9867,house,12,5,7000,1.93,1963,tudor,N, NULL ,84,2018,63105
281,9501,64746 Alessia Route,NULL,Arden-Arcade,Alaska,3539,house,7,5,4500,1.24,1962,craftsman,Y, NULL ,54,2011,87977.5
282,3286,83598 Faye Locks,NULL,Ewellburgh,West Virginia,7080,house,6,4,3900,1.07,1938,cottage,Y, NULL ,47,2013,64432.5
283,8004,562 Carlee Garden,NULL,Fritschville,Wyoming,23544,house,11,4,6400,1.76,1998,mediterranean,N, NULL ,77,2022,19215
284,653,6284 Wehner Fork,NULL,The Hammocks,Maine,17778,house,11,1,6100,1.68,1998,ranch,Y, NULL ,73,2020,36500
285,4191,46448 Rene Summit,NULL,Osinskiberg,Pennsylvania,15116,house,4,1,2600,0.72,1947,contemporary,Y, NULL ,31,2001,89125
286,5797,473 Pollich Groves,NULL,Fort Adrian,Nevada,31714,house,11,9,6900,1.9,1988,italian,Y, NULL ,83,2007,177012.5
287,821,140 Johns Light,NULL,New Eriberto,Kentucky,40784,house,6,2,3700,1.02,1939,georgian,N, NULL ,44,2015,49837.5
288,9467,7250 Crist Mews,NULL,Yucaipa,Wyoming,67009,house,4,4,2900,0.8,1946,greek,Y, NULL ,35,2019,21787.5
289,2007,137 Giovanni Expressway,NULL,Port Marielleworth,Oklahoma,70944,house,4,3,2800,0.77,1988,french,Y, NULL ,34,2010,58765
290,4063,89939 Phoebe Streets,NULL,Isobelview,New York,28542,house,2,1,1600,0.44,1927,modern,N, NULL ,19,1993,73625
291,7207,554 Loyal Garden,NULL,Compton,Massachusetts,26315,house,6,3,3800,1.05,1999,gothic,N, NULL ,46,2023,5697.5
292,2473,28768 Jovany Crossing,NULL,Lake Amanda,Idaho,85588,house,9,2,5200,1.43,1976,prairie,Y, NULL ,62,2013,85662.5
293,1697,93139 Windler Pass,NULL,Orem,Nebraska,33873,house,3,3,2300,0.63,1981,rowhouse,Y, NULL ,28,1991,113767.5
294,1987,20904 Nolan Court,NULL,Easterchester,Michigan,48546,house,1,1,1100,0.3,2018,antebellum,N, NULL ,13,2005,30875
295,8253,1981 Murray Squares,NULL,Jupiter,New Mexico,49437,house,3,3,2300,0.63,2013,federal,N, NULL ,28,2017,24132.5
296,5002,6436 Leora Cliff,NULL,Palo Alto,Colorado,16757,house,6,4,3900,1.07,1926,farmhouse,N, NULL ,47,2023,5857.5
297,3992,9292 Brendan Street,NULL,Johnstonland,Ohio,2989,house,12,8,7300,2.01,2023,saltbox,N, NULL ,88,1994,330000
298,1106,277 Goldner Ridge,NULL,Lewisville,New Mexico,39315,house,3,2,2200,0.61,1986,A-frame,N, NULL ,26,1987,121637.5
299,1247,93559 Hassan Garden,NULL,Aufderharmouth,New Hampshire,14975,house,4,2,2700,0.74,1984,spanish,Y, NULL ,32,1995,117087.5
300,71,153 Wolff Village,NULL,Ryanfurt,Mississippi,42564,house,9,3,5300,1.46,1976,cabin,Y, NULL ,64,1992,254320
301,8785,4038 Bednar Row,NULL,West Pansyworth,Oklahoma,41423,house,4,4,2900,0.8,2020,colonial,N, NULL ,35,2006,78435
302,3666,7201 Weber Plaza,NULL,Bernhardbury,Washington,28999,house,6,5,4000,1.1,1966,cape cod,Y, NULL ,48,1984,240700
303,5838,888 Ayla Camp,NULL,Nelsonville,Pennsylvania,26691,house,12,9,7400,2.04,2005,country,Y, NULL ,89,2022,22325
304,9876,747 Allene Underpass,NULL,McGlynnburgh,Wyoming,10791,house,6,6,4100,1.13,2014,victorian,Y, NULL ,49,2010,86520
305,1198,27698 Cathy Course,NULL,Monroe,New York,71115,house,3,1,2100,0.58,1973,tudor,N, NULL ,25,1985,121875
306,4483,537 Dach Loaf,NULL,Buffalo,Arizona,77587,house,7,6,4600,1.27,1953,craftsman,N, NULL ,55,1996,194040
307,4723,583 Legros Forges,NULL,Zackfield,Montana,86278,house,11,10,7000,1.93,1937,cottage,Y, NULL ,85,2018,63435
308,6013,2472 Jacklyn Parkways,NULL,Justusfort,Pennsylvania,66551,house,2,1,1600,0.44,1942,mediterranean,Y, NULL ,19,2023,2375
309,2095,8649 Brown Lake,NULL,Predovichaven,Delaware,48526,house,10,7,6200,1.71,1925,ranch,N, NULL ,75,1991,308220
310,2176,1289 Vita Drives,NULL,Deerfield Beach,Connecticut,84000,house,11,8,6800,1.87,1938,contemporary,Y, NULL ,82,2015,92250
311,5666,4493 Cummerata Freeway,NULL,Phyllisshire,Connecticut,25333,house,9,6,5600,1.54,1965,italian,Y, NULL ,67,2005,160170
312,4576,34020 Joanne Point,NULL,Mount Vernon,Georgia,55075,house,4,4,2900,0.8,1981,georgian,Y, NULL ,35,2010,61005
313,1266,11556 Rohan Coves,NULL,South Clairestad,North Dakota,94042,house,8,2,4700,1.29,2011,greek,N, NULL ,56,2020,28150
314,2425,2627 Treva Mount,NULL,New Ryleefurt,Idaho,80544,house,12,9,7400,2.04,1995,french,N, NULL ,89,2014,111625
315,6650,54813 O'Keefe Key,NULL,Port Jamaalcester,Wisconsin,58637,house,11,7,6700,1.84,1931,modern,Y, NULL ,81,2020,40360
316,2262,5835 Dessie Viaduct,NULL,Howeberg,Washington,86734,house,12,1,6600,1.82,1983,gothic,Y, NULL ,79,1998,256750
317,1095,535 Terry Ferry,NULL,Gibsonshire,Kansas,38572,house,12,1,6600,1.82,1999,prairie,N, NULL ,79,1991,325875
318,6957,9025 Christine Row,NULL,San Buenaventura (Ventura),Montana,29130,house,12,12,7700,2.12,1988,rowhouse,N, NULL ,93,2021,34927.5
319,6938,846 Okuneva Plaza,NULL,Lewisville,Connecticut,37772,house,12,2,6700,1.84,1977,antebellum,Y, NULL ,80,2009,150562.5
320,6191,67680 Rosanna Trail,NULL,Shainaworth,Texas,43523,house,2,1,1600,0.44,1947,federal,N, NULL ,19,2021,7125
321,5667,8654 Catalina Grove,NULL,Gloverhaven,Michigan,95010,house,10,1,5600,1.54,1925,farmhouse,N, NULL ,67,1986,318250
322,2853,9026 Anthony Center,NULL,Fort Lucileview,Missouri,28162,house,2,1,1600,0.44,2023,saltbox,Y, NULL ,19,1987,87875
323,3479,708 Koelpin Plain,NULL,South Russ,New York,45575,house,8,7,5200,1.43,1931,A-frame,Y, NULL ,63,1991,258720
324,1164,773 Brakus Islands,NULL,Merrittworth,Florida,32435,house,10,2,5700,1.57,1963,spanish,Y, NULL ,68,2018,51225
325,5629,39803 Torp Canyon,NULL,Kemmerstad,Colorado,85882,house,2,2,1700,0.47,1978,cabin,Y, NULL ,20,1988,91350
326,1445,157 Dietrich Overpass,NULL,New Aronworth,New Hampshire,42752,house,10,1,5600,1.54,1930,colonial,Y, NULL ,67,1994,251250
327,7690,38469 Adelia Spurs,NULL,Lurlineborough,Colorado,35655,house,8,2,4700,1.29,1996,cape cod,Y, NULL ,56,1990,239275
328,9262,3495 Smith Wall,NULL,Castro Valley,Missouri,37305,house,12,10,7500,2.06,1994,country,N, NULL ,91,1986,430255
329,1484,6928 Yost Union,NULL,Ikeville,Utah,59809,house,10,6,6100,1.68,1923,victorian,Y, NULL ,73,2001,211140
330,1004,637 Weber Knolls,NULL,North Carriestead,South Carolina,58911,house,11,9,6900,1.9,2013,tudor,N, NULL ,83,2007,177012.5
331,9747,77247 Huel Forest,NULL,New Dayana,South Carolina,89893,house,4,2,2700,0.74,1996,craftsman,N, NULL ,32,2022,8075
332,6999,27818 Hyatt Via,NULL,Chadfield,New York,75933,house,8,5,5000,1.38,1954,cottage,N, NULL ,60,2016,60140
333,929,8766 Ari Prairie,NULL,Wunschside,Massachusetts,55971,house,10,4,5900,1.62,1951,mediterranean,Y, NULL ,71,2016,70860
334,6548,9395 Carter Village,NULL,East Tyrell,Florida,83054,house,3,2,2200,0.61,1961,ranch,Y, NULL ,26,2014,32875
335,1061,45664 Monroe Gardens,NULL,South Providenci,Rhode Island,69583,house,5,2,3200,0.88,1987,contemporary,Y, NULL ,38,1993,148412.5
336,6056,4118 Darien Expressway,NULL,Novi,Nebraska,96064,house,10,8,6300,1.73,1981,italian,Y, NULL ,76,1995,275500
337,3847,58146 Jakubowski Burg,NULL,Port Susiefield,Missouri,11349,house,3,3,2300,0.63,1974,georgian,N, NULL ,28,1996,96530
338,5788,736 Gwen Forest,NULL,Fort Mosesland,Idaho,37835,house,2,1,1600,0.44,1981,greek,Y, NULL ,19,2009,35625
339,5171,9247 Cummings Pines,NULL,Homenickville,Nebraska,9383,house,8,4,4900,1.35,1957,french,N, NULL ,59,2008,117720
340,4717,197 Cooper Harbor,NULL,South Vivien,California,32612,house,2,1,1600,0.44,1934,modern,Y, NULL ,19,1994,71250
341,3637,1378 Murphy Ridges,NULL,Lake Alanna,Indiana,41363,house,7,5,4500,1.24,2021,gothic,N, NULL ,54,2012,81210
342,7700,47418 Eduardo Avenue,NULL,Huntsville,Illinois,19317,house,6,1,3600,0.99,1995,prairie,N, NULL ,43,1997,145125
343,1570,3604 Gusikowski Fords,NULL,Fort Kurtis,Rhode Island,97415,house,3,1,2100,0.58,1923,rowhouse,N, NULL ,25,1988,112500
344,9404,655 Briana Station,NULL,Lake Claraville,Wisconsin,11020,house,9,7,5700,1.57,1966,antebellum,N, NULL ,69,1988,309240
345,8698,53560 Daugherty Walk,NULL,Carrollside,Wisconsin,32025,house,3,3,2300,0.63,1995,federal,N, NULL ,28,2020,13790
346,8349,644 Kilback Turnpike,NULL,Port Tillmanborough,West Virginia,53073,house,10,6,6100,1.68,1998,farmhouse,N, NULL ,73,2009,137700
347,3804,921 Stokes Lake,NULL,Tracy,California,98746,house,10,2,5700,1.57,1978,saltbox,N, NULL ,68,2002,187825
348,175,62802 Kyra Burg,NULL,Springfield,California,8087,house,2,1,1600,0.44,1965,A-frame,Y, NULL ,19,1991,78375
349,6354,30961 Alice Burgs,NULL,North Camilla,Alabama,10397,house,8,5,5000,1.38,1977,spanish,Y, NULL ,60,1989,263112.5
350,4165,6165 Schmitt Field,NULL,Emmerichchester,Iowa,52284,house,3,1,2100,0.58,1924,cabin,Y, NULL ,25,1991,103125
351,8500,36785 Langosh Pass,NULL,Hagenesville,Oregon,41362,house,1,1,1100,0.3,1939,colonial,N, NULL ,13,1985,63375
352,1324,9637 Laurie Falls,NULL,Hersheltown,Oregon,75804,house,4,1,2600,0.72,1944,cape cod,N, NULL ,31,2021,11625
353,6472,358 Gibson Streets,NULL,East Adaport,Virginia,28019,house,6,1,3600,0.99,1949,country,N, NULL ,43,2010,75250
354,5268,9652 Willa Radial,NULL,South Eldoraport,Pennsylvania,6587,house,9,3,5300,1.46,1991,victorian,N, NULL ,64,1990,270215
355,4708,5017 O'Connell Shoal,NULL,Martineside,Arkansas,92081,house,4,1,2600,0.72,2009,tudor,Y, NULL ,31,1991,127875
356,3118,1059 Quigley Fall,NULL,Reichertstad,Oklahoma,97528,house,3,1,2100,0.58,1948,craftsman,Y, NULL ,25,1997,84375
357,4717,72445 Keira Crossing,NULL,Millcreek,Massachusetts,57049,house,12,7,7200,1.98,1973,cottage,Y, NULL ,87,2014,108400
358,2743,63400 Itzel Walks,NULL,Visalia,Rhode Island,36172,house,7,6,4600,1.27,1983,mediterranean,N, NULL ,55,1985,270270
359,6826,4750 Talia Flats,NULL,West Bethany,West Virginia,56014,house,8,3,4800,1.32,1986,ranch,N, NULL ,58,2022,14395
360,7204,746 Fisher Gateway,NULL,Kutchcester,Wisconsin,57324,house,2,1,1600,0.44,1929,contemporary,Y, NULL ,19,2005,45125
361,1513,19468 Caleigh Forges,NULL,Terryfort,Nebraska,72004,house,12,8,7300,2.01,2015,italian,N, NULL ,88,1985,429000
362,1740,6180 Schaefer Ports,NULL,Bradtkecester,Nebraska,92916,house,3,2,2200,0.61,2010,georgian,N, NULL ,26,2005,62462.5
363,4466,32811 Oberbrunner Falls,NULL,Stromancester,Alaska,12407,house,3,3,2300,0.63,2015,greek,Y, NULL ,28,2018,20685
364,6136,565 Velda Bypass,NULL,Marquisetown,North Carolina,42138,house,3,1,2100,0.58,1986,french,Y, NULL ,25,1990,106250
365,4367,87930 Terry Divide,NULL,Noemieview,Pennsylvania,14902,house,8,7,5200,1.43,1933,modern,Y, NULL ,63,2007,133280
366,8880,37229 Karson Fords,NULL,South Devonchester,Michigan,51189,house,9,9,5900,1.62,1983,gothic,Y, NULL ,71,1990,303025
367,1457,2396 Corkery Cliff,NULL,West Cristina,Ohio,71351,house,9,7,5700,1.57,1960,prairie,N, NULL ,69,2011,111670
368,6973,6594 Kuhic Squares,NULL,New Albinhaven,Hawaii,41402,house,11,7,6700,1.84,1986,rowhouse,Y, NULL ,81,1987,373330
369,3649,450 Jaida Radial,NULL,Inesstead,New Mexico,69339,house,9,6,5600,1.54,2015,antebellum,Y, NULL ,67,1987,311910
370,2292,2924 Reichel Skyway,NULL,Kingborough,Louisiana,90790,house,9,6,5600,1.54,2001,federal,N, NULL ,67,2019,42150
371,2922,5237 Al Estates,NULL,Melbastead,California,90362,house,9,4,5400,1.49,1951,farmhouse,N, NULL ,65,1984,324300
372,6705,7566 Dewayne Knoll,NULL,Port Cristobalstead,Wisconsin,53457,house,6,1,3600,0.99,1931,saltbox,Y, NULL ,43,2016,43000
373,3288,421 Amelie Loaf,NULL,Lake Amelieberg,Kansas,26211,house,3,1,2100,0.58,1930,A-frame,Y, NULL ,25,2017,21875
374,441,117 Rath Pike,NULL,Livonia,Arkansas,42850,house,6,1,3600,0.99,1944,spanish,N, NULL ,43,1995,155875
375,8366,569 Wiegand Shore,NULL,Margaretefurt,Indiana,46885,house,3,3,2300,0.63,1990,cabin,N, NULL ,28,2019,17237.5
376,3059,189 Jacobs Crest,NULL,Olsonstad,Pennsylvania,84617,house,6,6,4100,1.13,1941,colonial,Y, NULL ,49,2012,74160
377,525,30857 Lesch Flats,NULL,South Rodolfo,Arizona,68692,house,2,2,1700,0.47,1958,cape cod,N, NULL ,20,2005,48212.5
